# unlabeled youtube video segments from the dcase dataset, reformated like google_audioset_meta
# 10 classes: /m/07pp_mv, /m/09x0r, /m/0bt9lr, /m/01yrx, /m/04brg2, /m/0dxrf, /m/04fgwm, /m/0d31p, /m/02pjr4, /m/0838f
# YTID, start_seconds, end_seconds
13R3j81UJjA, 0.000, 10.000
13Tjke8F8DY, 30.000, 40.000
13nCRVohCjk, 30.000, 40.000
13oSpzolTJ0, 30.000, 40.000
13wi58mGQiY, 40.000, 50.000
14IR3gmytMY, 30.000, 40.000
14R2xv1DEh0, 5.000, 15.000
14bTdv_ZUT4, 80.000, 90.000
14fJZYMREQc, 30.000, 40.000
14gkYaVctY4, 100.000, 110.000
14hoqY8t-Bw, 30.000, 40.000
14yEJ20Xnz4, 30.000, 40.000
15-pDMrUUDA, 0.000, 10.000
154nt2-KqTw, 50.000, 60.000
15AAiWCqBjQ, 30.000, 40.000
15LM-MqLKOo, 80.000, 90.000
15V6gSGOFvI, 60.000, 70.000
15Zn6L_tVWs, 4.000, 14.000
15dxjQjHyt0, 30.000, 40.000
15e_Aj_G2is, 30.000, 40.000
15icEzA3ESE, 30.000, 40.000
15vsEVkpCB0, 160.000, 170.000
165obDPbUVw, 5.000, 15.000
167p3laKklY, 110.000, 120.000
16KhOH2H4og, 20.000, 30.000
16KqWYIlR0s, 30.000, 40.000
16LGzdudzfs, 30.000, 40.000
16ca_z3HdGs, 30.000, 40.000
17Yl8i3mPxU, 17.000, 27.000
17_3oSnAJns, 30.000, 40.000
17_zXllQvIU, 2.000, 12.000
17eOcX7s0FM, 3.000, 13.000
17jezY8ljmo, 30.000, 40.000
17tjbNKIqY4, 13.000, 23.000
17ubnhGqiqA, 30.000, 40.000
17va_aTk5PI, 21.000, 31.000
17zByfwcBD4, 30.000, 40.000
180T3rvUrJw, 150.000, 160.000
185tDmj2luo, 30.000, 40.000
18D8xnM9DBY, 30.000, 40.000
18TH1jBMzXY, 30.000, 40.000
18Zr0m-mTuE, 40.000, 50.000
18exxLRmp40, 30.000, 40.000
18ndo219WMw, 10.000, 20.000
18vcrEjwgiI, 30.000, 40.000
18zMimQ2U34, 30.000, 40.000
198x-X_aaIo, 70.000, 80.000
19Nn0n3VdjQ, 130.000, 140.000
19_4g5xayiM, 4.000, 14.000
19cERjBpKdY, 30.000, 40.000
19rWZojaOK8, 30.000, 40.000
19t2_S_VOTU, 30.000, 40.000
19v42KsWEIk, 30.000, 40.000
1AFNeG8gOSk, 80.000, 90.000
1AGi0kVyOOE, 30.000, 40.000
1AKr0oXHPfk, 10.000, 20.000
1ANKmua2vWI, 30.000, 40.000
1AVIgVuOSWY, 30.000, 40.000
1AZ1GiBsPoE, 30.000, 40.000
1AejlUdd5gs, 30.000, 40.000
1AjYKvdjOJM, 6.000, 16.000
1Ao-4EnELLo, 30.000, 40.000
1AuRN21A9AI, 30.000, 40.000
1BfrJlSLZAk, 30.000, 40.000
1BnH9WYKXQU, 10.000, 20.000
1Bp9yMJA7NE, 30.000, 40.000
1CAjGoMWIlM, 25.000, 35.000
1CDmK9GfFFw, 30.000, 40.000
1CNSwNZy4TA, 20.000, 30.000
1CjY7QMOkts, 30.000, 40.000
1CjmUkm0zLM, 24.000, 34.000
1CwHhJ_ANCw, 160.000, 170.000
1DVBKnRRJl0, 40.000, 50.000
1D_L8fHbWgo, 22.000, 32.000
1Dd3CazyXTY, 19.000, 29.000
1DhAEZuFl1w, 20.000, 30.000
1Dj4RwiEIB4, 0.000, 10.000
1DqGnqlaJS4, 80.000, 90.000
1E22O3_rDOk, 29.000, 39.000
1E4QakUVmeA, 22.000, 32.000
1E6V889gQ-c, 30.000, 40.000
1ETeBLkMRwA, 50.000, 60.000
1EZQ7VRGny8, 30.000, 40.000
1F1da1tI-UA, 30.000, 40.000
1F7JD5A9iTI, 30.000, 40.000
1FF3UzxVG9o, 30.000, 40.000
1FOCmLX7pNw, 30.000, 40.000
1FRb6_4AKBQ, 30.000, 40.000
1FhzFOq2hSc, 170.000, 180.000
1G06fCGblL8, 30.000, 40.000
1G2cFZ0Z5xk, 12.000, 22.000
1GHvOZq8kwA, 50.000, 60.000
1GLv6QkQElM, 22.000, 32.000
1GWT_xm7nuE, 40.000, 50.000
1GZsMWQbX7g, 0.000, 8.000
1GaPLV56nj8, 30.000, 40.000
1GtDRO0l90Y, 30.000, 40.000
1GzXNCz67xo, 10.000, 20.000
1HGsq-EW58Q, 30.000, 40.000
1HPeacaA280, 30.000, 40.000
1HUiQXHtAXE, 25.000, 35.000
1HeDntLtnCs, 90.000, 100.000
1HsuNROpMNM, 28.000, 38.000
1IbpexMbvyI, 17.000, 27.000
1IcIOvqXnHg, 30.000, 40.000
1Id9Ow6_v1M, 30.000, 40.000
1Ieo_0asUeI, 30.000, 40.000
1Ih7bls7x_o, 30.000, 40.000
1IncVzcILjE, 30.000, 40.000
1J-SyJKJZa0, 15.000, 25.000
1JMWicsH-fc, 50.000, 60.000
1JMwEZtYX4c, 30.000, 40.000
1JXtP6ZHUqE, 160.000, 170.000
1Jd6OhhwAnU, 60.000, 70.000
1JhyeYoHWRk, 30.000, 40.000
1Joc13gxQpY, 20.000, 30.000
1JyUble6Q3s, 30.000, 40.000
1K1UDnW_hnI, 1.000, 11.000
1KZ0cJhqmW4, 60.000, 70.000
1KvbsSNo4pk, 20.000, 30.000
1Kz_CxOhWxE, 0.000, 10.000
1LGQ1dUHT0Q, 0.000, 10.000
1LOFrn6n7Qo, 30.000, 40.000
1LZZN6UCsGI, 30.000, 40.000
1LZiWC_pAC4, 0.000, 10.000
1Lo9pnVXNwQ, 30.000, 40.000
1LzTyTB7Qu0, 30.000, 40.000
1MDfub-meNQ, 0.000, 10.000
1MFfM_AefV8, 30.000, 40.000
1MMeCs4NzXs, 30.000, 40.000
1MVfYqLe0mo, 190.000, 200.000
1MYPt58xkLA, 10.000, 20.000
1M_uUnON-KI, 5.000, 15.000
1Ml_9lLV-A4, 0.000, 3.000
1MqnPScBXQ4, 590.000, 600.000
1MuCTwE2Eqs, 30.000, 40.000
1MvkvnEaWCg, 5.000, 15.000
1N71_EI_jVk, 40.000, 50.000
1Nf3q4i7C5k, 28.000, 38.000
1Nvo6ybufvg, 30.000, 40.000
1O9fPkrF76M, 110.000, 120.000
1OLXtTkvqZc, 120.000, 130.000
1OPYPx3M94I, 30.000, 40.000
1OcSxnZwOrw, 10.000, 20.000
1Oeb7GfxY5I, 30.000, 40.000
1OpLOi5kuhA, 30.000, 40.000
1PBelsQG2Rw, 20.000, 30.000
1PJw2GJyJ1U, 7.000, 17.000
1PPEwv7sDvc, 30.000, 40.000
1PYjnTo-CgM, 30.000, 40.000
1PautSk61OA, 30.000, 40.000
1Pj9t4OGYYg, 30.000, 40.000
1QPxxusl1SY, 360.000, 370.000
1QRdKuiENqs, 30.000, 40.000
1QRtdNmTf8g, 30.000, 40.000
1QhUeTZ-CPc, 10.000, 20.000
1QiyjlNWvAg, 80.000, 90.000
1R5wgr7Xzag, 30.000, 40.000
1RDu-2owUN0, 30.000, 40.000
1RRnVHgSMxY, 20.000, 30.000
1RSqXK9hVT8, 30.000, 40.000
1RpnBTT-dxU, 30.000, 40.000
1S6nMZwRtyc, 30.000, 40.000
1S81_DY_wzE, 0.000, 4.000
1S9tKcrJg4A, 30.000, 40.000
1SS1rm9Cyk8, 1.000, 11.000
1SiruQHcSKQ, 30.000, 40.000
1SqaB8qZfAY, 100.000, 110.000
1T8BpRzwS3o, 10.000, 20.000
1T9IDU7TMhg, 0.000, 10.000
1TGhiog42rU, 30.000, 40.000
1TIGnwpqeVY, 24.000, 34.000
1TIx22Pnt1Q, 30.000, 40.000
1TSH16MLWnM, 60.000, 70.000
1TdkxpDB-A4, 20.000, 30.000
1Tfx9MSpiyk, 30.000, 40.000
1TqdDdDLHhs, 10.000, 20.000
1U3JM75Z5es, 30.000, 40.000
1UC_T_VBQ7g, 30.000, 40.000
1UH-TFIqOl4, 30.000, 40.000
1UKGer-TpIY, 63.000, 73.000
1UUm76cH6gI, 30.000, 40.000
1UW0AbD2D-I, 30.000, 40.000
1UdGScz_0rg, 30.000, 40.000
1UoPutcPJJ4, 20.000, 30.000
1UyoW1YAY28, 40.000, 50.000
1V7vxCXMrWo, 30.000, 40.000
1VCbCb0TbX0, 30.000, 40.000
1VFCMQjTirY, 30.000, 40.000
1VJ1OW-einY, 30.000, 40.000
1Vi4NGoB22o, 30.000, 40.000
1Vl2BQASVMs, 10.000, 20.000
1VrFgDDErXs, 30.000, 40.000
1VvEmCXxm3w, 30.000, 40.000
1W7tM4a4LcA, 7.000, 17.000
1WWPdIr91b8, 0.000, 10.000
1WaZjixdOb8, 30.000, 40.000
1Wdzl13uoNM, 30.000, 40.000
1WsgbJJ_TVI, 30.000, 40.000
1X1RK_hpcns, 50.000, 60.000
1XBdRFoGm3I, 30.000, 40.000
1XQJ8WEzWPM, 30.000, 40.000
1XQeuF-GBBs, 10.000, 20.000
1X_TQe0x9Z8, 70.000, 80.000
1XblOtCeqcQ, 29.000, 39.000
1XnMLkDGIPk, 20.000, 30.000
1XtbEp3Q6J8, 0.000, 10.000
1Y7rD5jPFas, 30.000, 40.000
1YR95gP5lf8, 50.000, 60.000
1Ye5yRLwLuM, 20.000, 30.000
1Yi3vU76-y4, 10.000, 20.000
1ZRr3SzxSKc, 3.000, 13.000
1ZXCppqKfzg, 30.000, 40.000
1ZXSGLBl1DU, 30.000, 40.000
1ZiHx7dlJk0, 30.000, 40.000
1Zu82cYQ4kI, 30.000, 40.000
1_1UvZM6TrA, 0.000, 10.000
1_2mRNNHJHk, 30.000, 40.000
1_3Jtg9Ugmk, 20.000, 30.000
1_7-h0SLVwU, 90.000, 100.000
1_LFhftPfeo, 30.000, 40.000
1_NneNsrOr0, 50.000, 60.000
1_P4_uj_wnc, 30.000, 40.000
1_TwgFEmHKI, 30.000, 40.000
1_XnOqs-Yr8, 0.000, 6.000
1_ahyzep0Ow, 100.000, 110.000
1_bLIXzVyio, 30.000, 40.000
1_sja3d50Zk, 30.000, 40.000
1_xUAwUttBc, 30.000, 40.000
1a-bMK6QuO0, 30.000, 40.000
1aI5NWBxGkg, 30.000, 40.000
1ahjgFjrMbc, 30.000, 40.000
1aiiECRXqPA, 30.000, 40.000
1akiPBPCVgg, 30.000, 40.000
1arSPnd-2To, 13.000, 23.000
1b9lLzOxLrQ, 30.000, 40.000
1bAV_svnjUo, 30.000, 40.000
1bE_vX8Oy80, 30.000, 40.000
1bFIcfSokOE, 30.000, 40.000
1bOo0eV34zw, 30.000, 40.000
1bQAizNSMf0, 30.000, 40.000
1bo5mbt-IkY, 20.000, 30.000
1bunwaPS7aM, 30.000, 40.000
1c7Kg8J5srM, 40.000, 50.000
1cImfMuRCSs, 30.000, 40.000
1cZX8A-hKbA, 140.000, 150.000
1cj2Z4XjPXs, 30.000, 40.000
1cx2-BOUGGQ, 30.000, 40.000
1d4zDf3yQvQ, 21.000, 31.000
1d73tfwfi4E, 310.000, 320.000
1dBe7EiAvp0, 290.000, 300.000
1dGlh6SMqCc, 30.000, 40.000
1dJZw12Z0WA, 30.000, 40.000
1dOqQLm-fd4, 21.000, 31.000
1dOxolAu32w, 30.000, 40.000
1dYj8JCXgUU, 18.000, 28.000
1diLJR7NS6s, 12.000, 22.000
1dmz0KR31Xg, 30.000, 40.000
1dwWw3o8h0Q, 2.000, 12.000
1e1hv13m3No, 25.000, 35.000
1eriaUz3yDE, 29.000, 39.000
1ewugq4C6iE, 80.000, 90.000
1f1MjSiE90g, 30.000, 40.000
1fE1-5KgCr0, 30.000, 40.000
1fEiigFP1Es, 30.000, 40.000
1fZY-aaSCbw, 0.000, 5.000
1fq4al3LWWg, 50.000, 60.000
1fu6FMOzB-U, 30.000, 40.000
1fwJTuGNNB0, 24.000, 34.000
1g-G6gmsZgQ, 30.000, 40.000
1gDfxijjEA0, 30.000, 40.000
1gGxQGDnU7o, 170.000, 180.000
1gJrs-4XIwE, 10.000, 20.000
1gWYKuEjDLw, 240.000, 250.000
1gpYi20MbVY, 14.000, 24.000
1grs3MpOIMQ, 30.000, 40.000
1h7MYP5jKW8, 50.000, 60.000
1hB6HRb92Po, 20.000, 30.000
1hMndgHkYBQ, 50.000, 60.000
1hPXovodlrc, 30.000, 40.000
1hia350h2Cc, 40.000, 50.000
1hnbdEXs5z4, 0.000, 4.000
1hqGdxOZdhg, 30.000, 40.000
1iACxjBHbWw, 50.000, 60.000
1iCRrHMgBzk, 0.000, 10.000
1iFM5I8mpwI, 20.000, 30.000
1iKF6BSSDbM, 30.000, 40.000
1iRIXlISL9g, 30.000, 40.000
1ifCbEhgYPs, 16.000, 26.000
1iuZw0s6l1U, 30.000, 40.000
1iv-HdpIKUQ, 30.000, 40.000
1jD2iUXynFo, 30.000, 40.000
1jLU6lA5j8U, 30.000, 40.000
1jOOISjonO0, 30.000, 40.000
1jQK5MzZVwQ, 5.000, 15.000
1jUBcz4KwrQ, 10.000, 20.000
1jgLYR74yrU, 30.000, 40.000
1kBKlWvdw4w, 6.000, 16.000
1kDJI-HCGsg, 26.000, 36.000
1kI2oF9KeKM, 26.000, 36.000
1kWrho7g7-Q, 30.000, 40.000
1kdRFmi_pgc, 0.000, 10.000
1l19aHqNgo0, 11.000, 21.000
1lAIRZmFrP0, 80.000, 90.000
1lQVPJRUwTc, 120.000, 130.000
1lV1OLOKMxA, 30.000, 40.000
1lYGmjMTmZw, 10.000, 20.000
1lneI8KEMe4, 130.000, 140.000
1mA3GqB_Wqc, 30.000, 40.000
1mQts0qBxDs, 30.000, 40.000
1mXn6_7LSkM, 30.000, 40.000
1mXuA033aUo, 30.000, 40.000
1mvrw5ASTv8, 30.000, 40.000
1n72P_-83Ro, 30.000, 40.000
1n87Jjs4XyU, 30.000, 40.000
1nAz-g5yqNg, 21.000, 31.000
1nHb0ZLoqDA, 28.000, 38.000
1nRYwmcGGUs, 1.000, 11.000
1nT5YzBTnvc, 10.000, 20.000
1nZo-MBT6Ts, 30.000, 40.000
1n_PXw2Q51U, 60.000, 70.000
1o0LYFkThNs, 200.000, 210.000
1oHwqU991sI, 0.000, 10.000
1p1ekNTgCQ0, 30.000, 40.000
1p8YDM6gG6Y, 30.000, 40.000
1pAS7L-UIA4, 0.000, 10.000
1pKO2i3gkMM, 100.000, 110.000
1pXuFVBomP8, 30.000, 40.000
1pbK_nUNguI, 27.000, 37.000
1pwh2kBO9_U, 30.000, 40.000
1qWIWqV1gyI, 30.000, 40.000
1qbBUnGtr1Y, 30.000, 40.000
1qlFIsNu8tI, 130.000, 140.000
1r76zuc2fpo, 30.000, 40.000
1rWukF3c_Wo, 0.000, 10.000
1sCN5MBYaTM, 30.000, 40.000
1sOgMFbDyAk, 20.000, 30.000
1sVe9mht2gs, 16.000, 26.000
1sXK-j3iW2k, 4.000, 14.000
1spRiYwd09c, 70.000, 80.000
1sxBBw1sIJ4, 160.000, 170.000
1syP2V8Mb0M, 30.000, 40.000
1szq2YiXu1A, 10.000, 20.000
1tZXv-8qB68, 50.000, 60.000
1tmoIA3lMgo, 100.000, 110.000
1tpilG63C5c, 0.000, 10.000
1tujDfcQZEs, 30.000, 40.000
1tyEcu57iQU, 50.000, 60.000
1u4aiR8rzrA, 30.000, 40.000
1u6Qvb7IDxo, 22.000, 32.000
1uRhiSaEFyY, 30.000, 40.000
1uSavuICk1M, 40.000, 50.000
1ufOjYaZnw0, 150.000, 160.000
1ujKjCO4_To, 0.000, 10.000
1umWgVWGVO0, 110.000, 120.000
1ux4u0eLpa4, 0.000, 10.000
1uyqN8XHjB0, 30.000, 40.000
1vSXA-gglso, 110.000, 120.000
1vSXAU3zPbE, 25.000, 35.000
1vZNNVA7AMU, 20.000, 30.000
1veIcvGPRYw, 3.000, 13.000
1vmlc5ba-OQ, 30.000, 40.000
1vmrsEKbmoU, 30.000, 40.000
1vp3erNyCJo, 30.000, 40.000
1vqMEpS-Zcg, 60.000, 70.000
1w1EVk52A1k, 30.000, 40.000
1wJoXRIRBfI, 70.000, 80.000
1wc2jqSpf2w, 30.000, 40.000
1wglIlCfUK4, 80.000, 90.000
1ws1vvjsFU4, 70.000, 80.000
1wxxJvNHyiU, 30.000, 40.000
1xACjfRFIe8, 260.000, 270.000
1xGje0bJwPg, 0.000, 10.000
1xY9bvuh0TQ, 30.000, 40.000
1x_WiAfYTmo, 30.000, 40.000
1xhreX9lloo, 30.000, 40.000
1xjnvvgoZpA, 30.000, 40.000
1xkn6BoTQe4, 60.000, 70.000
1xqi1yyIkxs, 10.000, 20.000
1xwOwK2T55c, 30.000, 40.000
1y15UwkcUBs, 30.000, 40.000
1y2ZCMzmlYs, 20.000, 30.000
1yB0F2fnLy0, 0.000, 9.000
1yFGpbvIq1Q, 30.000, 40.000
1yH-oeE3gPo, 30.000, 40.000
1yO2WZEkJ1o, 30.000, 40.000
1yTDmCTBtyU, 10.000, 20.000
1ychuVpq0zI, 70.000, 80.000
1yvzDg51mok, 30.000, 40.000
1yx6jBZP-JY, 0.000, 10.000
1yyWYEKCsQk, 0.000, 10.000
1zGZCGo3wZw, 22.000, 32.000
1zNJdPBfkpw, 30.000, 40.000
1zXbfqM-hJA, 0.000, 10.000
1z_0FAzrbsU, 20.000, 30.000
1zmAqBr2pgw, 30.000, 40.000
1zrWP_sJo6M, 29.000, 39.000
2-2Wcyp40bI, 30.000, 40.000
2-_XvCRylSk, 30.000, 40.000
2-mo8NExrNw, 30.000, 40.000
20L51dY2il8, 22.000, 32.000
20P3EQTVzwU, 30.000, 40.000
20RwAJ4dtSU, 80.000, 90.000
20cRiSY8YTU, 70.000, 80.000
20p-Y9HEHPE, 30.000, 40.000
20q851lfNgw, 6.000, 16.000
20qhCSRdXd0, 130.000, 140.000
20xtAPoTKaI, 30.000, 40.000
21LXvRR5dh0, 30.000, 40.000
21MkdQFLEfE, 30.000, 40.000
21TicIHDQ2A, 0.000, 4.000
21X1CN3XWB4, 30.000, 40.000
21_W2EEtG9c, 0.000, 10.000
21apbBkxwGw, 100.000, 110.000
21cIwTJ7Xpo, 90.000, 100.000
21vfIdV2B60, 30.000, 40.000
220d0qYdYsE, 9.000, 19.000
221wCIrFQWw, 30.000, 40.000
224dWRBEElQ, 30.000, 40.000
2293uPSUtEo, 30.000, 40.000
22FkYgxUs0M, 10.000, 20.000
235XlMt9XCY, 30.000, 40.000
239BqjgY2HU, 21.000, 31.000
23CRUyDt12w, 70.000, 80.000
23mRMsHfek0, 30.000, 40.000
23tlLPZK2Rs, 2.000, 12.000
23vqATAFLUk, 0.000, 10.000
24-1YXoZm-M, 30.000, 40.000
2432dxrsvs0, 10.000, 20.000
24Aif5_nInw, 30.000, 40.000
24PnD7Exzb4, 30.000, 40.000
24Tz9WsbkYo, 30.000, 40.000
24i82dhqbR4, 13.000, 23.000
24oYHGAu0mw, 15.000, 25.000
24q-Od40cuw, 0.000, 9.000
252kwjMtelY, 9.000, 19.000
25DvbDv0-94, 110.000, 120.000
25IOXbAeTvw, 30.000, 40.000
25_UfwyA5PQ, 60.000, 70.000
25eslHmLLlA, 30.000, 40.000
25fREAk9xk8, 30.000, 40.000
25xmzj52OGE, 28.000, 38.000
26M99s6LFyQ, 30.000, 40.000
26SXerFmJEk, 13.000, 23.000
26aG5nM0YZc, 30.000, 40.000
26vSsCfNPfE, 30.000, 40.000
27Ep69_IV3w, 30.000, 40.000
27Vho54XD_A, 20.000, 30.000
27Wik-pI21k, 3.000, 13.000
27ZFN_8LiIU, 30.000, 40.000
27il7WkJU9g, 30.000, 40.000
27q30srRENw, 30.000, 40.000
27qvBTJwxHY, 10.000, 20.000
28SK-hhe4io, 24.000, 34.000
28VtcdpjJbc, 30.000, 40.000
28fJOQ_Xb-o, 30.000, 40.000
28pqd-Xsx2M, 30.000, 40.000
28qHQIzyR5Y, 130.000, 140.000
28yMHfp-sOQ, 30.000, 40.000
28zWm53SsTk, 200.000, 210.000
28zrdXqpRtw, 10.000, 20.000
293i41OlUTw, 30.000, 40.000
29DNz35legI, 30.000, 40.000
29EYdomusx4, 10.000, 20.000
29FB7u0Mz_c, 30.000, 40.000
29SMMibYXJY, 30.000, 40.000
29eLpkhV2y4, 100.000, 110.000
29gfjlnF9Sc, 30.000, 40.000
2A-BEJveFZw, 40.000, 50.000
2AKJcHWODoU, 29.000, 39.000
2ALeDpopSeE, 30.000, 40.000
2AMWVZMp_Xs, 30.000, 40.000
2AYlzJc6z_M, 0.000, 10.000
2A_nmQZFp0s, 20.000, 30.000
2AaH0Ph70fA, 50.000, 60.000
2AdXqBkq_Hc, 11.000, 21.000
2B-3pYZItLs, 180.000, 190.000
2BUqOk1Nt9Q, 30.000, 40.000
2BjKwmMqucs, 30.000, 40.000
2BkYJ8S8PXI, 30.000, 40.000
2Bru58-Ubp8, 30.000, 40.000
2BwNeo3hUh0, 40.000, 50.000
2C1Moj4zHDw, 6.000, 16.000
2CDH8aFgvu0, 30.000, 40.000
2CGxYsnNlPE, 30.000, 40.000
2CLqWTpjEaY, 30.000, 40.000
2Cx7C43DH9Y, 30.000, 40.000
2DFolL0dWyc, 20.000, 30.000
2DHqqMSoP54, 30.000, 40.000
2DOEiNmLdO0, 5.000, 15.000
2DZPZ3Hb7L4, 30.000, 40.000
2DfhHBU9HHY, 6.000, 16.000
2DfnJq8qdVM, 50.000, 60.000
2DmtgJv97-U, 30.000, 40.000
2Dx-GjsI1Zc, 10.000, 20.000
2E8eCKwj2M4, 30.000, 40.000
2EWrcCPPEA4, 30.000, 40.000
2EYcWZTf0sY, 0.000, 10.000
2EoaTFGrXxc, 30.000, 40.000
2Ep4licRsKk, 2.000, 12.000
2EsxcKe1A4w, 28.000, 38.000
2EwO-ReXyKg, 30.000, 40.000
2F2TusG7zc0, 30.000, 40.000
2FIHBYSXqP8, 1.000, 11.000
2FNZcpMBk2g, 80.000, 90.000
2FUBvoqEQ2Y, 28.000, 38.000
2Fbn4gOigi4, 30.000, 40.000
2G78eZYwMH8, 30.000, 40.000
2GBJOdvh9XM, 30.000, 40.000
2GQ7fHIa-dw, 280.000, 290.000
2GYcambLa-4, 150.000, 160.000
2GcPFI4zIZU, 230.000, 240.000
2Gct51eRWeg, 30.000, 40.000
2Glxh5tESSo, 30.000, 40.000
2H8FC4xTLNE, 30.000, 40.000
2HJEF8nDmJI, 10.000, 20.000
2Hcz-mDaErU, 30.000, 40.000
2HfQ9h5BIi0, 10.000, 20.000
2HnzZEwtGxI, 70.000, 80.000
2IWMuxrq2jI, 30.000, 40.000
2IcXM2kEmmk, 30.000, 40.000
2IwRbKSRzZA, 30.000, 40.000
2J6rZhxlYSE, 30.000, 40.000
2JVlObtYFK0, 30.000, 40.000
2JbTXAi8tNc, 30.000, 40.000
2JdEPktKxj8, 30.000, 40.000
2Jvv2CP6kKg, 30.000, 40.000
2K6g54wF9IQ, 40.000, 50.000
2KCuaUdX-mQ, 30.000, 40.000
2KFCx8rUarE, 28.000, 38.000
2KI5DapHfgE, 20.000, 30.000
2KOmT1PY0z0, 19.000, 29.000
2KyeIlpAOcs, 30.000, 40.000
2L9wL8C-Iuc, 30.000, 40.000
2LAMDHn3TZo, 10.000, 20.000
2LHaBaafMxw, 30.000, 40.000
2LSEcmHXsMc, 0.000, 10.000
2Ljj8XBqck4, 50.000, 60.000
2LzrctTcYlw, 10.000, 20.000
2M9XExD5qZc, 30.000, 40.000
2MGHweuIohY, 30.000, 40.000
2MJbHafZW-w, 17.000, 27.000
2MO9OK5Itiw, 30.000, 40.000
2MSxgxQNyFM, 30.000, 40.000
2MTRi1-yTzg, 10.000, 20.000
2MaL2BydkKw, 110.000, 120.000
2MrlnCHRpCg, 30.000, 40.000
2MsYfIPAkB4, 30.000, 40.000
2MuGq8UlDlg, 60.000, 70.000
2MwHuCr40FI, 30.000, 40.000
2N51B6MZE-A, 10.000, 20.000
2N7JHq6fGpc, 0.000, 10.000
2NBXKUHUVxU, 0.000, 10.000
2Nge7pnSJzM, 0.000, 7.000
2Nv4qkM5SZE, 8.000, 18.000
2O1UGBskG1U, 16.000, 26.000
2OAsQQ5xJLM, 30.000, 40.000
2OBh6auGa34, 30.000, 40.000
2OBq11HYl6k, 30.000, 40.000
2OUWyyJDV7Q, 280.000, 290.000
2OYB1fTXNA0, 30.000, 40.000
2OfOSeywnRI, 30.000, 40.000
2OukNjkW9FA, 30.000, 40.000
2OxsxuVuvgM, 30.000, 40.000
2P1Hlgky67c, 17.000, 27.000
2P3JNdhxU9E, 28.000, 38.000
2P3Ljp5DLBM, 30.000, 40.000
2PcB-m8T-F4, 15.000, 25.000
2PcEHVzOCdY, 30.000, 40.000
2Pdig-LaQo0, 90.000, 100.000
2Pgdbsk3_M4, 30.000, 40.000
2Pwy6dBYMxw, 30.000, 40.000
2PzTYy5GfqI, 30.000, 40.000
2Q5NJPpcrds, 4.000, 14.000
2QKUFwKvRbA, 30.000, 40.000
2Q_8PJLQ8dg, 22.000, 32.000
2Qh9AFPNq50, 8.000, 18.000
2QhbDrTIFdM, 40.000, 50.000
2QhjPJv7ido, 50.000, 60.000
2QsMR37mpCA, 30.000, 40.000
2R0MonGiI8M, 30.000, 40.000
2R7iLbxtweY, 30.000, 40.000
2R8c_BR_kSQ, 10.000, 20.000
2RMKXpm98-4, 30.000, 40.000
2RTj-NQtrl0, 30.000, 40.000
2R_Y2hgE92U, 30.000, 40.000
2RfYn01BSEE, 30.000, 40.000
2RgrWwVRo6o, 30.000, 40.000
2RqV3vooTvg, 30.000, 40.000
2Rssb5LSfhQ, 30.000, 40.000
2S51Zmji2eU, 13.000, 23.000
2SB7i9kxH5k, 9.000, 19.000
2SDFkDb72Vg, 0.000, 10.000
2SEO1-nkE1E, 5.000, 15.000
2SHdbc4xt04, 30.000, 40.000
2STyPkuwzDg, 30.000, 40.000
2SVxWOFUskc, 30.000, 40.000
2SXxNy3pWgY, 50.000, 60.000
2S_u7cwRZmc, 30.000, 40.000
2SfiNxoZzQY, 0.000, 10.000
2SpUTV0ljxw, 0.000, 10.000
2SqH6Vuu4lc, 10.000, 20.000
2SruY6ekaG0, 60.000, 70.000
2Sxh0J-jtLk, 24.000, 34.000
2T46OhyHoro, 30.000, 40.000
2TR3S-eZUPo, 30.000, 40.000
2Td14HwdHRI, 30.000, 40.000
2Tuvze_tXxE, 30.000, 40.000
2U2G4oJOgRM, 30.000, 40.000
2U4z5hyT3gg, 29.000, 39.000
2U5xBPm2Y3w, 90.000, 100.000
2UQMUtmK93A, 30.000, 40.000
2Ulm-U4y3Cc, 60.000, 70.000
2Uo1tcxq-wE, 120.000, 130.000
2Uqq3ef5V3s, 30.000, 40.000
2VIkRc2nslU, 20.000, 30.000
2VOneHGRd00, 70.000, 80.000
2Vjkm3nGV_s, 30.000, 40.000
2VrebSkOf-k, 30.000, 40.000
2VwfCvSyQ2U, 30.000, 40.000
2W7UjlyBVxk, 30.000, 40.000
2W8jSBX_O5M, 30.000, 40.000
2WcMszzZQFs, 9.000, 19.000
2Wmiba_dG7k, 30.000, 40.000
2Wu_hR2V0Lk, 30.000, 40.000
2X0UEIk9dC8, 70.000, 80.000
2X4ALywaSWU, 26.000, 36.000
2XUxCJoLucI, 140.000, 150.000
2XehZhV2ESQ, 30.000, 40.000
2XhsVKxbcaU, 14.000, 24.000
2Xi_JpZkLs0, 30.000, 40.000
2XpWpTrg--s, 19.000, 29.000
2XrOqh7xsEg, 18.000, 28.000
2XsAjRsfnlo, 29.000, 39.000
2YHBPch5akE, 40.000, 50.000
2YUmFmPBP2k, 2.000, 12.000
2YljvfkQBhk, 40.000, 50.000
2Yqu8xN98xQ, 40.000, 50.000
2Yw_xOzl-vU, 30.000, 40.000
2ZTkL3F761A, 30.000, 40.000
2Zbl9J4vWns, 30.000, 40.000
